#Thorlabs FTS
[SpectrumHeader]
#Date;20250909
#Time;10304275
#GMTTime;17304275
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00279454
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;cal_intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;4621.392652
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9789.106445
#WnrMax;50822.996094
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.967613220e+02;-3.890822642e-03
1.969658356e+02;1.008098945e-02
1.971703796e+02;1.967379590e-03
1.973749237e+02;-2.309108153e-03
1.975794983e+02;-1.664705807e-03
1.977840729e+02;7.356925402e-03
1.979886627e+02;7.239761762e-03
1.981932831e+02;4.984353669e-03
1.983979034e+02;-4.213023931e-03
1.986025391e+02;9.553751908e-03
1.988071747e+02;7.386216428e-03
1.990118408e+02;-1.108176541e-03
1.992165222e+02;-1.518250792e-03
1.994212189e+02;4.896480590e-03
1.996259155e+02;2.260289621e-03
1.998306274e+02;-4.505933728e-03
2.000353699e+02;-3.627203638e-03
2.002401123e+02;3.549094079e-03
2.004448700e+02;1.440141350e-03
2.006496429e+02;3.695549211e-03
2.008544312e+02;-2.880282700e-04
2.010592346e+02;7.664480945e-04
2.012640533e+02;2.904691966e-03
2.014688721e+02;8.836121415e-04
2.016737213e+02;-2.455563052e-03
2.018785706e+02;2.230998594e-03
2.020834503e+02;1.967379590e-03
2.022883301e+02;-2.880282700e-04
2.024932251e+02;1.996670617e-03
2.026981354e+02;2.816818887e-03
2.029030609e+02;2.641072730e-03
2.031080017e+02;2.553199884e-03
2.033129578e+02;-2.133361995e-03
2.035179291e+02;-2.250526100e-03
2.037229156e+02;1.850215485e-03
2.039279022e+02;-3.466102935e-04
2.041329193e+02;-3.715076484e-03
2.043379364e+02;5.130808800e-03
2.045429688e+02;2.992565045e-03
2.047480164e+02;-6.146230269e-03
2.049530792e+02;-3.392875427e-03
2.051581573e+02;8.675021119e-03
2.053632507e+02;3.695549211e-03
2.055683594e+02;-2.440917524e-05
2.057734833e+02;3.256184049e-03
2.059786072e+02;7.854872383e-03
2.061837616e+02;2.289580647e-03
2.063889160e+02;2.977919357e-04
2.065941010e+02;-4.447351675e-03
2.067992859e+02;2.025961643e-03
2.070044861e+02;-1.708642376e-04
2.072097015e+02;-2.440917524e-05
2.074149323e+02;-5.809383583e-04
2.076201782e+02;5.321200588e-04
2.078254242e+02;5.482301116e-03
2.080307007e+02;-1.459668740e-03
2.082359924e+02;3.080437891e-03
2.084412842e+02;2.685009385e-04
2.086465912e+02;3.607676132e-03
2.088519287e+02;3.856649855e-04
2.090572662e+02;-9.617215255e-04
2.092626190e+02;1.088649267e-03
2.094679871e+02;3.754131263e-03
2.096733704e+02;2.641072730e-03
2.098787537e+02;-8.445574786e-04
2.100841675e+02;7.356925402e-03
2.102895966e+02;4.544988740e-03
2.104950256e+02;-3.759013198e-04
2.107004700e+02;-4.095859826e-03
2.109059448e+02;2.494617831e-03
2.111114197e+02;4.164205398e-03
2.113169098e+02;4.735380062e-04
2.115224152e+02;1.235104282e-03
2.117279358e+02;3.285475075e-03
2.119334564e+02;5.599464756e-03
2.121390076e+02;-1.576832728e-03
2.123445740e+02;2.582490910e-03
2.125501404e+02;4.134914372e-03
2.127557373e+02;5.423719063e-03
2.129613342e+02;1.264395309e-03
2.131669464e+02;-9.031395311e-04
2.133725739e+02;3.256184049e-03
2.135782166e+02;4.574279767e-03
2.137838745e+02;2.260289621e-03
2.139895477e+02;-8.313765749e-03
2.141952209e+02;2.611781936e-03
2.144009247e+02;2.230998594e-03
2.146066284e+02;1.791633549e-03
2.148123627e+02;1.381559414e-03
2.150180969e+02;3.549094079e-03
2.152238464e+02;8.001327515e-03
2.154296112e+02;1.352268388e-03
2.156353912e+02;-1.869742875e-03
2.158411865e+02;6.712523289e-03
2.160469971e+02;4.735380062e-04
2.162528229e+02;1.000776188e-03
2.164586487e+02;1.410850324e-03
2.166645050e+02;1.180915907e-02
2.168703613e+02;3.197601996e-03
2.170762329e+02;4.369242582e-03
2.172821350e+02;-3.480748506e-03
2.174880371e+02;1.059358241e-03
2.176939545e+02;-5.223563639e-04
